OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
15710,Villa,Wildfire Daily Fire Perimeter,Mixed Methods,3.27949729450511,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/02/09 19:18:59+00,3.27948422752371,{368BD9D3-9A2D-4FA9-860A-1519D1E63B86},2022 NIFS,,DEFAULT,,2022/02/10 06:15:07+00,2022/02/11 00:12:11+00,4,10,TXTIC,,,,,Minimal,,,,Human,Debris/Open Burning,,,,2022/02/10 01:19:12+00,Type 4 Incident,2022/02/11 03:54:01+00,,,,,,,SACC,,,,,,Villa,,WF,FI,27.68196667,-98.0836,,,{F9D5E4B2-E267-4BCD-BB97-7BD43ACCE657},,0,,,,,0,220757,100,,,Jim Wells,TXTIC,48249,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2022-TXTXS-220757,No Decision,wires,wires,0,,,,IRWIN,,2022/02/11 03:54:45+00,2022/02/10 03:22:19+00,{658F7190-C416-4AD0-898D-84E3E317B028},0,,,0.00538912079817129,-1.21405861936508e-06
15711,West Oak,Wildfire Daily Fire Perimeter,Mixed Methods,48.1940971726794,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/03/26 17:12:00+00,48.1939223381963,{2BFD9773-165A-4855-893E-4B7A4F5FEA6A},2022 NIFS,,DEFAULT,,2022/03/27 20:43:29+00,2022/03/30 23:42:41+00,48,50,TXTIC,,,,,,,,,Undetermined,,,,,2022/03/26 22:12:13+00,Type 5 Incident,2022/03/30 23:42:41+00,,,,,,,SACC,,,,,,West Oak,,WF,FI,30.32308,-98.90127,,,{B644A30A-A972-498A-81BC-C75DD0C59406},,0,,,,,0,222071,100,,,Gillespie,TXTIC,48171,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222071,No Decision,wires,wires,0,,,,IRWIN,,2022/03/30 23:42:59+00,2022/03/27 01:48:49+00,{C6E5D01A-75EE-419A-BAE0-7658CAF8BFDE},0,,,0.0244159766273104,-1.8294093849535e-05
15712,South Shore,Wildfire Daily Fire Perimeter,Mixed Methods,75.3993864151342,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/19 18:54:00+00,75.3991173591868,{3B60D683-137C-435D-8FAE-1ABCB2B95862},2022 NIFS,,DEFAULT,,2022/03/20 17:30:39+00,2022/03/22 13:34:22+00,75,20,TXTIC,,,,,,,,,Human,Equipment,Mowing,,,2022/03/19 23:54:18+00,Type 5 Incident,2022/03/22 13:34:35+00,,,,,,,SACC,,,,,,South Shore,,WF,FI,28.05245552,-97.85191867,,,{CC224049-5C98-4D70-893D-8355B1E15B38},,0,,,,,0,221805,100,,,San Patricio,TXTIC,48409,State,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221805,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 13:34:56+00,2022/03/20 00:59:06+00,{C7A7BB14-B42D-4C64-9D24-81E47B2A2713},0,,,0.0351224606834824,-2.80068175550049e-05
15713,Love ,Wildfire Daily Fire Perimeter,Mixed Methods,20.5376919887037,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/15 16:10:00+00,20.5376167748247,{E3FC50E4-55A8-4890-B86B-B2A5FED9E3AD},2022 NIFS,,DEFAULT,,2022/03/16 02:52:29+00,2022/03/18 22:40:49+00,385,75,TXTIC,0,,,,Minimal,Smoldering,Smoldering,,Undetermined,Undetermined,,,,2022/03/15 21:10:56+00,Type 5 Incident,2022/03/18 22:40:56+00,0,100,0,0,,,SACC,2022/03/16 17:00:00+00,2022/03/16 12:59:59+00,2022/03/16 17:00:00+00,F,Type 5 IC,Love,about 3 miles south east of Sinton.,WF,FI,28.007,-97.55466667,,,{66B2F3DB-F2ED-4FB1-89FB-EE3DA75A352D},,0,,,,,1,221652,100,100,Sinton,San Patricio,TXTIC,48409,SFS,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),4,2022-TXTXS-221652,No Decision,wires,wires,0,,,,IRWIN,,2022/03/18 23:30:20+00,2022/03/15 22:33:38+00,{9F62CB18-BF3B-49B0-A228-5A9CF794B4A1},0,,,0.0166384872274736,-7.61968642402596e-06
15714,Blaschke,Wildfire Daily Fire Perimeter,Mixed Methods,20.401365879682,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/02/19 15:20:00+00,20.4012898695491,{F83D2C01-3B2A-4A02-AECF-13FD6B0DCC6A},2022 NIFS,,DEFAULT,,2022/02/20 21:28:42+00,2022/02/22 00:12:04+00,15,20,TXTIC,,,,,,,,,Human,Equipment,,,,2022/02/19 21:20:50+00,Type 5 Incident,2022/02/22 00:12:14+00,,,,,,,SACC,,,,,,Blaschke,,WF,FI,29.92277778,-98.83611111,,,{A4C07192-118E-4CC3-ACCA-7B7F3DF3AFDB},,0,,,,,0,221106,100,,,Kendall,TXTIC,48259,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221106,No Decision,wires,wires,0,,,,IRWIN,,2022/02/22 00:12:24+00,2022/02/19 22:08:16+00,{3BD2B016-7CA2-47D8-9AF3-EA7BE06C994D},0,,,0.0117626260686872,-7.71332242273513e-06
15715,Burr,Wildfire Daily Fire Perimeter,Mixed Methods,4825.88166749028,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/03/16 14:55:00+00,4825.84036820678,{EC849285-618C-4578-8596-9131E4735341},2022 NIFS,,DEFAULT,,2022/03/18 17:19:05+00,2022/03/22 02:30:04+00,4825,1800,TXTIC,0,,,,Minimal,Smoldering,Creeping,Creeping,Human,Debris/Open Burning,Broadcast/Prescribed Burn,,,2022/03/16 19:55:45+00,Type 5 Incident,2022/03/22 02:30:15+00,0,100,0,0,,,SACC,2022/03/18 17:29:59+00,2022/03/18 14:00:00+00,2022/03/18 17:29:59+00,F,Type 5 IC,Burr,about 32 miles Southeast of Del Rio Texas,WF,FI,29.02833333,-100.54361111,,,{284643A8-0A3F-46D8-B32E-322A40DACF08},,0,,,,,0,221678,100,100,,Maverick,TXTIC,48323,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),17,2022-TXTXS-221678,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 02:30:55+00,2022/03/16 21:38:27+00,{6DF1123E-E165-4531-8140-CE42B395715F},0,,,0.243261826522214,-0.00180915657738373
15716,Arnold,Wildfire Daily Fire Perimeter,Mixed Methods,7.80514997745638,2022/04/03 16:23:47+00,2022/04/03 16:55:08+00,2022/03/14 16:09:00+00,7.80512142588837,{8B6CB8EE-64D2-4B90-9368-D1E9BBA98B33},2022 NIFS,,DEFAULT,,2022/03/15 02:46:59+00,2022/03/17 00:24:50+00,8,3,TXTIC,,,,,,,,,Human,Debris/Open Burning,,,,2022/03/14 21:09:32+00,Type 5 Incident,2022/03/17 00:25:04+00,,,,,,,SACC,,,,,,Arnold,,WF,FI,29.72835501,-98.21125138,,,{50DF644A-302A-4425-AC69-189845BA0CE7},,0,,,,,1,221631,100,,,Comal,TXTIC,48091,SFS,TXTXS,,Private,Private,,,,,,,SA11,SFS,TXTXS,US-TX,,,Brush (2 feet),,,2022-TXTXS-221631,No Decision,wires,wires,0,,,,IRWIN,,2022/03/17 00:25:11+00,2022/03/14 22:21:46+00,{B31CA084-5216-4D93-9B66-95214C9AD644},0,,,0.0103616035236707,-2.94530563937867e-06
15717,Morty,Wildfire Daily Fire Perimeter,Mixed Methods,37.9760584011097,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/02/22 16:47:00+00,37.9759202596964,{1BD27212-F273-4D3F-BDFB-15CBA9608271},2022 NIFS,,DEFAULT,,2022/02/23 00:55:20+00,2022/02/24 23:00:00+00,38,30,TXTIC,,,,,,,,,Human,Equipment,Small Engine Equipment,,,2022/02/22 22:47:29+00,Type 5 Incident,2022/02/24 23:00:42+00,,,,,,,SACC,,,,,,Morty,,WF,FI,30.25483333,-98.88616667,,,{BB9F5195-D825-4259-BE12-7313F0DEF04E},,0,,,,,1,221210,100,,,Gillespie,TXTIC,48171,SFS,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221210,No Decision,wires,wires,0,,,,IRWIN,,2022/02/25 14:02:57+00,2022/02/22 23:24:30+00,{34D1AD03-C06E-4039-9A51-01E30F7E54A5},0,,,0.0198316719980074,-1.44049294230207e-05
15718,Trigger,Wildfire Daily Fire Perimeter,Mixed Methods,12.2115363109004,2022/04/03 16:24:21+00,2022/04/03 16:55:08+00,2022/03/25 15:46:00+00,12.2114951524542,{556E10C7-3161-4CC9-BFE0-DCA7ECA04A08},2022 NIFS,,DEFAULT,,2022/03/25 23:47:11+00,2022/03/27 00:43:14+00,12,5,TXTIC,,,,,,,,,Human,Debris and open burning,,,,2022/03/25 20:46:41+00,Type 5 Incident,2022/03/27 00:43:14+00,,,,,,,SACC,,,,,,Trigger,,WF,FI,28.8616242,-96.97755112,,,{0564AC00-4EA1-43B6-B7C3-41A503B9409A},,0,,,,,0,222021,100,,,Victoria,TXTIC,48469,State,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222021,No Decision,wires,wires,0,,,,IRWIN,,2022/03/27 00:43:24+00,2022/03/25 21:30:03+00,{AE34C6F1-8C66-48AE-9255-E8A9FCE8C3E3},0,,,0.0099492576837475,-4.57012866723196e-06
15719,River One,Wildfire Daily Fire Perimeter,Mixed Methods,243.273801439378,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/02/11 13:54:00+00,243.269863495329,{865BA742-FCCD-4BE4-9274-FC4046D28949},2022 NIFS,,DEFAULT,,2022/02/12 01:23:39+00,2022/02/14 23:32:50+00,243,500,TXTIC,1,,,,Active,Creeping,,,Human,Debris/Open Burning,,,,2022/02/11 19:54:38+00,Type 4 Incident,2022/02/14 23:32:57+00,0,100,0,0,,,SACC,2022/02/12 02:45:00+00,2022/02/11 19:54:00+00,2022/02/12 02:45:00+00,F,Type 4 IC,River One,"11 miles SE of Skidmore, TX",WF,FI,28.1886,-97.50615,,,{692B18FE-D82C-4BA3-8174-81276036F6A5},,0,,,,,0,220843,100,100,,Refugio,TXTIC,48391,SFS,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,Brush (2 feet),Tall Grass (2.5 feet),5,2022-TXTXS-220843,No Decision,wires,wires,0,,,,IRWIN,,2022/02/14 23:33:52+00,2022/02/11 21:03:20+00,{BE206953-59FB-4FF4-BC74-B20B22EBC251},0,,,0.0416736700803078,-9.04745844441497e-05
15720,Jones,Wildfire Daily Fire Perimeter,Mixed Methods,9.02641924121249,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/05 13:52:00+00,9.02638705564272,{3F25AA37-A35E-4EA9-8E13-A21DC09D0CC2},2022 NIFS,,DEFAULT,,2022/03/05 21:52:46+00,2022/03/06 16:54:48+00,9,4,TXTIC,,,,,Moderate,,,,Human,Equipment,Motor Vehicle,,,2022/03/05 19:52:25+00,Type 5 Incident,2022/03/06 22:22:42+00,,,,,,,SACC,,,,,,Jones,,WF,FI,28.42771,-97.74859,,,{4BDD3FB9-8753-4BCB-9D1F-799FBF0FB6A7},,0,,,,,0,221464,100,,,Bee,TXTIC,48025,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221464,No Decision,wires,wires,0,,,,IRWIN,,2022/03/06 22:23:34+00,2022/03/05 19:57:06+00,{B38E4026-5569-4779-B984-885FDDA1C2F9},0,,,0.0119358481526344,-3.3642625123735e-06
15721,Rivera,Wildfire Daily Fire Perimeter,Mixed Methods,12.2684537080608,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/02/08 15:40:00+00,12.2684104987682,{68DFFACC-5DFB-4334-AA0E-EEE13965EA46},2022 NIFS,,DEFAULT,,2022/02/09 00:43:16+00,2022/02/09 23:16:32+00,12.3,10,TXTIC,,,,,,,,,Human,Equipment,Motor Vehicle,,,2022/02/08 21:40:42+00,Type 4 Incident,2022/02/09 23:16:43+00,,,,,,,SACC,,,,,,Rivera,,WF,FI,27.98246667,-97.56051667,,,{9E65AC70-6A9D-4040-AC5B-BA1A96DFAB98},,0,,,,,0,220723,100,,,San Patricio,TXTIC,48409,SFS,TXTXS,,Private,Private,,,,,,,SA15,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2022-TXTXS-220723,No Decision,wires,wires,0,,,,IRWIN,,2022/02/09 23:17:20+00,2022/02/08 22:28:11+00,{B84039F3-CBEF-4B65-AFD2-62598FF4E4D3},0,,,0.011064390928703,-4.55406394693576e-06
15722,Buckhorn,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,126.623684612914,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/15 23:18:36+00,126.623531890787,{DC9E04AF-D0CB-48F8-9A1A-31E157BE2F83},2022 NIFS,,DEFAULT,,2022/03/16 00:34:58+00,2022/03/18 22:46:17+00,128,5,TXTIC,,,,,,,,,Undetermined,Undetermined,,,,2022/03/15 20:25:57+00,Type 5 Incident,2022/03/18 22:46:30+00,,,,,,,SACC,,,,,,Buckhorn,,WF,FI,27.74179393,-98.09293911,,,{4345837F-845B-4049-98E4-D3230877CB6B},,0,,,,,0,221650,100,,,Jim Wells,TXTIC,48249,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221650,No Decision,wires,wires,0,,,,IRWIN,,2022/03/18 23:30:24+00,2022/03/15 21:37:35+00,{ED67F404-0A6D-4BBA-B75C-43476DE904CC},0,,,0.0698403841912203,-4.69041936400386e-05
15723,Story,Wildfire Daily Fire Perimeter,Mixed Methods,65.8424614072496,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/21 12:59:00+00,65.8423621436571,{A781370E-F020-4542-96B5-318B4B87D842},2022 NIFS,,DEFAULT,,2022/03/21 22:13:32+00,,57,50,TXTIC,,,,,,,,,Human,Utilities,Power Generation/Transmission,,,2022/03/21 17:59:36+00,Type 5 Incident,,,,,,,,SACC,,,,,,Story,,WF,FI,28.490937,-99.048773,,,{7F9BA33B-8E6D-4563-AE0D-E3B0712BB26C},,0,,,,,0,221921,100,,,La Salle,TXTIC,48283,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221921,No Decision,wires,wires,0,,,,IRWIN,,2022/03/22 00:20:08+00,2022/03/21 19:33:12+00,{AB01C8BB-03A4-470A-85E6-A3DAC1548018},0,,,0.0235338140533745,-2.45543043448552e-05
15724,Dial,Wildfire Daily Fire Perimeter,Mixed Methods,10.7938805403663,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/28 16:05:00+00,10.7938422981833,{DAD89317-7B4E-4B1F-8498-70C088D79F2B},2022 NIFS,,DEFAULT,,2022/03/28 23:15:45+00,2022/03/31 23:22:50+00,10.8,30,TXTIC,,,,,Minimal,,,,Human,Debris and open burning,Burn Barrel,,,2022/03/28 21:05:08+00,Type 5 Incident,2022/03/31 23:22:50+00,,,,,,,SACC,,,,,,Dial,,WF,FI,28.45256655,-97.77406453,,,{58596067-C881-4105-8659-7B3AD28F4B64},,0,,,,,0,222169,100,,,Bee,TXTIC,48025,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222169,No Decision,wires,wires,0,,,,IRWIN,,2022/03/31 23:23:12+00,2022/03/28 21:55:32+00,{A2BBD29F-DDC9-498A-9009-8FF8EDB92E56},0,,,0.0126003761757441,-4.02397309307651e-06
15725,Gill,Wildfire Daily Fire Perimeter,Mixed Methods,98.4974951109979,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/24 17:27:00+00,98.4971415750803,{C5FF00A4-6A88-4357-8F82-DEECA6CBB26E},2022 NIFS,,DEFAULT,,2022/03/25 02:01:52+00,2022/03/28 22:56:11+00,98,100,TXTIC,,,,,Active,,,,Undetermined,,,,,2022/03/24 22:27:52+00,Type 5 Incident,2022/03/28 22:58:08+00,,,,,,,SACC,,,,,,Gill,,WF,FI,28.3715,-97.87483333,,,{B8D84665-A6E0-4317-8F8D-41A9A3DA7C06},,0,,,,,0,221981,100,,,Bee,TXTIC,48025,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),,,2022-TXTXS-221981,No Decision,wires,wires,0,,,,IRWIN,,2022/03/28 22:58:29+00,2022/03/24 23:09:34+00,{94E6E54C-1B9A-473F-A031-40D7E18C5604},0,,,0.0457749411704643,-3.66933678115191e-05
15726,Wingtip,Wildfire Daily Fire Perimeter,Mixed Methods,446.082987272272,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/30 17:38:00+00,446.082437730511,{79CA81E8-1FD0-4976-8D71-83650A47D2DB},2022 NIFS,,DEFAULT,,2022/03/31 03:56:08+00,2022/04/01 21:03:04+00,446,300,TXTIC,0,,,,Minimal,,Flanking,,Undetermined,,,,,2022/03/30 22:38:26+00,Type 5 Incident,2022/04/01 21:03:04+00,0,100,0,0,,,SACC,2022/03/31 20:00:00+00,2022/03/31 12:59:59+00,2022/03/31 20:00:00+00,F,Type 5 IC,Wingtip,"10 miles North of Edinburg, TX",WF,FI,26.44811,-98.117195,,,{D4BF5346-15E7-4BC2-981A-61834F179177},,0,,,,,0,222266,100,100,Edinburg,Hidalgo,TXTIC,48215,State,TXTXS,,Private,Private,,,,,,,SA16,SFS,TXTXS,US-TX,,,Brush (2 feet),Tall Grass (2.5 feet),24,2022-TXTXS-222266,No Decision,wires,wires,0,,,,IRWIN,,2022/04/01 21:03:16+00,2022/03/30 23:53:23+00,{6FF13DC6-3B50-4C31-9AF5-DC1079CE6B31},0,,,0.0608044421916839,-0.000163347167974603
15727,Deer Meadows ,Wildfire Daily Fire Perimeter,Mixed Methods,22.8306346461866,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/26 19:53:00+00,22.8305541083211,{A97CCEB2-3F08-4E2D-BEB2-2302FBA8892B},2022 NIFS,,DEFAULT,,2022/03/27 04:00:06+00,2022/03/31 23:22:23+00,22,10,TXTIC,,,,,Moderate,,,,Undetermined,,,,,2022/03/27 00:53:47+00,Type 5 Incident,2022/03/31 23:22:23+00,,,,,,,SACC,,,,,,Deer Meadows,,WF,FI,27.7869,-98.0467,,,{39161730-CDCE-43F7-A956-C912B21A4022},,0,,,,,0,222081,100,,,Jim Wells,TXTIC,48249,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222081,No Decision,wires,wires,0,,,,IRWIN,,2022/03/31 23:22:39+00,2022/03/27 01:13:53+00,{468964A5-B2A7-436B-BBF5-FDD600044281},0,,,0.0141366772937745,-8.45977069280773e-06
15728,Sakewitz,Wildfire Daily Fire Perimeter,Mixed Methods,238.367184266491,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/03/26 13:56:00+00,238.36633007592,{1DB50818-8860-45B3-8639-37F5E614DB03},2022 NIFS,,DEFAULT,,2022/03/28 23:17:25+00,2022/04/03 00:36:24+00,238,100,TXTIC,,,,,Minimal,,,,Undetermined,,,,,2022/03/26 18:56:23+00,Type 5 Incident,2022/04/03 00:36:24+00,,,,,,,SACC,,,,,,Sakewitz ,,WF,FI,29.963216,-98.956595,,,{91BB01E9-554B-433B-B788-CAA1602DC285},,0,,,,,0,222055,100,,,Kerr,TXTIC,48265,State,TXTXS,,Private,Private,,,,,,,SA10,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222055,No Decision,wires,wires,0,,,,IRWIN,,2022/04/03 00:43:38+00,2022/03/26 19:45:32+00,{5D3C2AE6-EA64-402B-B045-0B25B986991A},0,,,0.0681141808987789,-9.01571262520028e-05
15729,Falsette ,Wildfire Daily Fire Perimeter,Mixed Methods,229.663413535476,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/25 13:15:00+00,229.662496379068,{256D523C-5688-4EC1-9A96-49D384DC72F8},2022 NIFS,,DEFAULT,,2022/03/26 03:23:33+00,2022/03/30 23:44:12+00,350,100,TXTIC,,,,,,,,,Undetermined,,,,,2022/03/25 18:14:59+00,Type 5 Incident,2022/03/30 23:44:12+00,,,,,,,SACC,,,,,,Falsette,,WF,FI,28.60202,-99.28247,,,{970D455D-F38A-4578-8858-D08482E07A51},,0,,,,,0,222020,100,,,La Salle,TXTIC,48283,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222020,No Decision,wires,wires,0,,,,IRWIN,,2022/03/30 23:44:38+00,2022/03/25 23:06:27+00,{6EA67CBB-BB14-4FFB-8390-55D527BE3DDE},0,,,0.0412804945880978,-8.5741338837898e-05
15730,Sachie,Wildfire Daily Fire Perimeter,Mixed Methods,7.05210776016158,2022/04/03 16:24:21+00,2022/04/03 16:55:08+00,2022/03/05 13:18:59+00,7.05208259416171,{416B3EC4-33AA-4283-A652-E20B0D37F8AC},2022 NIFS,,DEFAULT,,2022/03/05 20:26:38+00,2022/03/06 22:23:14+00,7.1,10,TXTIC,,,,,,,,,Human,Debris/Open Burning,Trash Burning,,,2022/03/05 19:19:38+00,Type 5 Incident,2022/03/06 22:23:20+00,,,,,,,SACC,,,,,,Sachie,,WF,FI,29.10316667,-97.27383333,,,{E8DE0E53-2CC0-4816-83BB-EEFCD91582D8},,0,,,,,0,221462,100,,,DeWitt,TXTIC,48123,SFS,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221462,No Decision,wires,wires,0,,,,IRWIN,,2022/03/06 22:23:36+00,2022/03/05 19:48:58+00,{0079C606-72F8-4894-B352-9BE0E03D2259},0,,,0.00788966112252695,-2.64516963836191e-06
15731,Box House,Wildfire Daily Fire Perimeter,Mixed Methods,268.069449803069,2022/04/03 16:23:05+00,2022/04/03 16:55:08+00,2022/03/26 18:26:00+00,268.068486200996,{D029D53B-E2F6-46F6-BB4D-BDFF420B6E6C},2022 NIFS,,DEFAULT,,2022/03/27 08:26:51+00,2022/03/30 23:43:29+00,268,150,TXTIC,,,,,,,,,Human,Undetermined (remarks required),,,,2022/03/26 23:26:16+00,Type 5 Incident,2022/03/30 23:43:29+00,,,,,,,SACC,,,,,,Box House,,WF,FI,29.1678,-98.72508333,,,{CB1A6487-776C-4962-943D-973DBD66B30B},,0,,,,,0,222075,100,,,Atascosa,TXTIC,48013,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-222075,No Decision,wires,wires,0,,,,IRWIN,,2022/03/30 23:44:05+00,2022/03/27 02:53:14+00,{97219484-9AF0-4B41-AD5B-F913E3AE1AE4},0,,,0.0646435195533569,-0.000100612317087536
15732,Copp,Wildfire Daily Fire Perimeter,Mixed Methods,87.3167705868587,2022/04/03 16:20:55+00,2022/04/03 16:55:08+00,2022/03/23 14:02:00+00,87.3164459958038,{019B2AF6-54D2-41A4-AE22-6A0C7CB2EB51},2022 NIFS,,DEFAULT,,2022/03/24 01:45:48+00,2022/03/25 23:08:04+00,87.3,50,TXTIC,,,,,,,,,Undetermined,,,,,2022/03/23 19:02:15+00,Type 5 Incident,2022/03/25 23:08:04+00,,,,,,,SACC,,,,,,Copp,,WF,FI,28.60916667,-99.25138889,,,{98B8AE3B-D33D-4BF2-9775-0A86BD36D0D1},,0,,,,,1,221954,100,,,La Salle,TXTIC,48283,State,TXTXS,,Private,Private,,,,,,,SA14,SFS,TXTXS,US-TX,,,,,,2022-TXTXS-221954,No Decision,wires,wires,0,,,,IRWIN,,2022/03/25 23:08:34+00,2022/03/23 20:16:41+00,{ED68CE2A-5B28-4D12-913A-05AEFD245892},0,,,0.0250237547260004,-3.26002675163882e-05
